url	title	indirizzo	keyword_ristorante	ranking	total_ranking
https://www.ubereats.com/milano/food-delivery/bar-panda/gB1MkC7DSnejepi7CS7Geg	bar panda	Piazza Geremia Bonomelli, 4, Milano, 20139	$$ • Japanese • Sushi • Rice-bowls • Seafood	4.7	(15)
https://www.ubereats.com/milano/food-delivery/panarello-missori/RTahCY4yQqOzuAsW9rFApw	Panarello - Missori	Panarello Corso Porta Romana, Milano, Lombardia 20122	$$ • Pastry • Desserts • Sweets	5	(10)
https://www.ubereats.com/milano/food-delivery/hiromi-cake-milano/M79_c2iiS1KGleNjx9v-1w	Hiromi Cake - Milano	Viale Coni Zugna, 52, Milano, 20144	$ • Japanese • Japanese sweets • Desserts	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/the-meatball-family-navigli/RkhXZKJkSJqg7EhOicfPVQ	The Meatball Family - Navigli	Via Vigevano, 20, Milano, Lombardia 20144	$$ • Street Food • American • Burgers	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/turkish-kebap-e-pizza-romolo/0ac8l-hrSjCxHnfQtT2xXw	Turkish Kebap e Pizza Romolo	Viale Romolo, 1, Milano, Lombardia 20143	$ • Turkish • Pizza • Middle Eastern	4.2	(10)
https://www.ubereats.com/milano/food-delivery/bao-bomb/SjuSPNqQTnKbSgcjxxEPpg	Bao Bomb	Via Urbano Iii 2 Milano, 20123	$ • Chinese • Asian Fusion • Asian	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/gelateria-cream-garden/JTW4CqeWQ5KaSdIjoD1zWw	Gelateria Cream Garden	Via Bernardo Quaranta, 3, 20141 Milano, Italy, Lombardia 20141	$ • Ice Cream and Frozen Yogurt • Desserts	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/tamo-pasta/Yl7TM7--TKGbN17AGwwWwg	T'amo Pasta	Via Filippo Corridoni, 10, 20122 Milano Mi, Italy,	$ • Pasta • Italian • Mediterranean • Deli	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/nuvole-pizza-e-fritti-milano/k0wSal7OQoaz3mtu9zeiQA	Nuvole Pizza e Fritti Milano	Via Ariberto, 3, Milano, 20123	$ • Pizza • Italian • Mediterranean • Healthy	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/grom-ticinese/o8sTXCNFQ3-HD-KFgFTo6g	GROM - Ticinese	Via Molino Delle Armi, 48, Milano, Lombardia 20123	$ • Ice Cream and Frozen Yogurt • Desserts	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/toastamore-porta-vittoria/sqHeYcC_TZ-Vge0-gacE-A	ToastAmore - Porta Vittoria	Corso Di Porta Vittoria, 42, Milano, Lombardia 20122	$ • Sandwich • Street Food • Italian	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/california-bakery-via-san-vittore/wgF1LXVORHCKc2Nv_rZUvg	California Bakery - Via San Vittore	Via San Vittore, 20123 Milano Mi, Italia, Lombardia 20123	$ • Burgers • American • Desserts	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/verdis/5OUWHZScQx6zZn7gUV56dw	Verdi's	Via Nirone, 2, Milano, 20123	$$ • Salads • Italian • Coffee and Tea • Healthy	4.8	(11)
https://www.ubereats.com/milano/food-delivery/pizzicotto/BeV1-xIRQtmoCb9SlFOMyw	Pizzicotto	Via Giuseppe Meda, 43, Milano, Lombardia 20141	$ • Italian • Mediterranean • Pizza	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/panino-giusto-san-babila/nfUHIh_YR-2oeCtilNFjYQ	Panino Giusto - San Babila	Via Borgogna, 5, Milano, Lombardia 20122	$$ • Sandwich • Deli	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/calibreakfast-brera/3loXuqufSzan3K8QfXFDCw	Calibreakfast - Brera	Via Broletto, 42, Milano, Lombardia 20121	Breakfast and Brunch • American • Healthy	3.2	(11)
https://www.ubereats.com/milano/food-delivery/feat-food-healthy-and-fitness-restaurant/whH-w_wzT-6hPoOQE_Vwzg	Feat Food - Healthy and Fitness Restaurant	Via Edmondo De Amicis 9, 20123 Milano, Italy 20123	$$ • Healthy • Vegetarian • Vegan	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/sengyo-sushi/6qewepOWScyp9BSJ_HUsTw	Sengyo Sushi	Via Bergamo, 3, 20135 Milano Mi, Italy,	$ • Sushi • Seafood • Japanese	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/pizzeria-gioia/IZP9Z2uZQhSdbGpbBh8AMg	Pizzeria gioia	Via Vespri Siciliani 7, Milan, 20146	$ • Pizza • Mediterranean • Sandwich	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/shalimar-eccellenze-indiane/gSI8IBI4SuSgzxqnaC6OBQ	Shalimar - Eccellenze Indiane	Corso Di Porta Romana, 25, Milano, Lombardia 20122	$ • West Indian	4.1	(11)
https://www.ubereats.com/milano/food-delivery/alley-burgers-tortona/u5l-JeYUQS2B-pYs0VuuOg	ALLEY BURGERS - Tortona	Via California, 22, Milano, Lombardia 20144	$ • American • New American • Burgers	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/shaker-bubble-tea/HO8UtpNEQ72ItlWOYbDlMA	Shaker Bubble Tea	Via Victor Hugo, 1, Milan, 20123	$ • Bubble Tea • Desserts	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/puccias-brothers/JKlBa9hZQ7e9fS1pNbCfKg	Puccia's Brothers	Piazza Virgilio, 3, Milano, Lombardia 20123	$$ • Street Food • Gourmet • Sandwich	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/ci-bo/gxfgid3CRHCaFeftxgLsYw	CI-BO	Via Vincenzo Foppa, 25, Milano, 20144	Italian • Seafood • Pasta • Grocery	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/paninolab-colonne/8_ZnqWqiR-WHOAAwpxbLWQ	PaninoLAB - Colonne	Corso Di Porta Ticinese 59, Milano, 20123	$ • Sandwich • Italian • Mediterranean	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/pizza-vera/yJNzDmkLQk-FPSbafvNvGA	Pizza Vera	Via Silio Italico, 1, Angolo Via Bergamo,22, Milano, 20135	$$ • Pizza • Street Food • Salads • Sandwich	3.6	(19)
https://www.ubereats.com/milano/food-delivery/smart-market/DipN3UiCSgKaz06zv6T5pA	Smart Market	Viale Bligny, 43, 20136 Milano Mi, Italia,	$ • Grocery • Convenience • Healthy • Italian • Snacks • Alcohol	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/pizzeria-la-roccia/dPVyJqQNQtiNqon1tQheLQ	Pizzeria La Roccia	Via Giacomo Watt, 4, Milano, Lombardia 20143	$ • Italian • Mediterranean • Sandwich	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/mi-ramen-bistro/KRJbs0lAQFSyhJ69WEoZ2w	Mi Ramen Bistro	Piazza Napoli, 21, Milano, Lombardia 20146	$ • Japanese • Western-style Japanese Food • Asian	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/latteneve-gelato-artigianale/HSg9XxulSv-dNH5_F-vKvg	Latteneve Gelato Artigianale	Via Vigevano, 27, 20144 Milano Mi, Italy,	$$ • Ice Cream and Frozen Yogurt • Desserts	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/gelato-dautore-tosa-1848/H7CIxZBuSs6KjUHmwd4omQ	Gelato d'Autore Tosa 1848	Piazza Cinque Giornate, 7, Milano, Lombardia 20129	$$ • Ice Cream and Frozen Yogurt • Desserts	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/ristorante-pizzeria-san-carlo/FSyOlit_QwG1lPPGQAZdNA	Ristorante Pizzeria San Carlo	Via Andrea Solari 40, Milano, 20144	$ • Italian • Pizza	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/enrico-rizzi-milano/ffM1SXVWTzaOLhVH-j1Ryg	Enrico Rizzi Milano	Via Cesare Correnti, 5, Milano, 20123	$ • Desserts • Coffee and Tea • Pastry	4.9	(10)
https://www.ubereats.com/milano/food-delivery/rosticceria-cinese-kai-fa/g3e8wdZXROiP9BtulRTiYg	Rosticceria Cinese Kai Fa	Viale Coni Zugna 56 Milano, 20144	$ • Chinese • Asian Fusion • Asian	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/cornetto-store-porta-romana/ejDPui5TQbSLCESD1UZJ5w	Cornetto store - Porta Romana	Viale Bligny, 30, Milano, Lombardia 20136	$ • Ice Cream and Frozen Yogurt	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/fish-n-burger-porta-vittoria/rVL2vIuHRjamF_w3IXsu3Q	Fish n burger - Porta Vittoria	Corso Di Porta Vittoria, 13, Milano, Lombardia 20122	$ • Burgers • Seafood • Street Food • Healthy • Fish and Chips	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/ristorante-pizzeria-replay/4sDl9gzLTgOoMCsojfpZ6A	Ristorante Pizzeria Replay	Piazzetta Pattari, 2, Milano, 20122	$$ • Italian • Pasta • Mediterranean • Seafood • Steak • Pizza	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/la-spianata-sardinia/o0S8kcLnR4qIjgQN3nOtzQ	La Spianata Sardinia	Via Carlo Torre, 39, 20143 Milano Mi, Italy, Italy 20143	$ • Italiano • Mediterraneo • Sandwich	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/tiki-poke/A0eDRNGrRSufPmzhBkIssA	Tiki Poke	Via Uberto Visconti Di Modrone, 4, Milano, 20122	$$ • Hawaiian • Salads • Healthy • Sushi	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/ristorante-pizzeria-san-marco/4aRTeBkATcKW-zalk5K9Ww	Ristorante Pizzeria San Marco	Via Stendhal, 41, Milano, Lombardia 20144	$$ • Italian • Pizza • Seafood	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/asahi/JUvMsUBVSgSRpBi02n_I-g	Asahi	Viale Tibaldi, 1, 20136 Milano Mi, Italy,	$$ • Japanese: Sushi	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/pizzeria-il-faraone/KU20xGr6QfOQFvJHN_QHew	Pizzeria il Faraone	Via Orti, 7, Milano, Lombardia 20122	$ • Italian • Mediterranean • Pizza	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/pizzeria-13-pizza%26more/02Mq_jQdQ8WkWEX9vVdzYQ	Pizzeria 13 - Pizza&More	Corso Magenta, 78, Milano, 20123	$ • Italian • Mediterranean • Pizza	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/kyto/pPpf6cJzTm2yDl_nvAGJuA	Kyto	Via Vigevano, 8, Milano, Lombardia 20144	$$ • Sushi • Japanese • Asian	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/poke-away-ticinese/ZX8057Y6Q3qEEmM7rPbmbQ	Poke Away - Ticinese	Corso Di Porta Ticinese, 1, 20123 Milano Mi, Italy,	$$ • Cucina Sana • Seafood • Salads • Hawaiian	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/pomodorini-e-basilico/cBwBeNbOTw-tEAvoRg3Vmg	Pomodorini e Basilico	Via Savona, 75, Milano, Lombardia 20144	$ • Italian • Mediterranean • Pizza	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/my-heart-burger/LZc4l_yDQQG8DfDT3hAgTA	My heart burger	Via Amatore Sciesa, 1, Milano, Lombardia 20135	Gluten Free • Salads	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/gelateria-rigoletto-rienzo/IcrUW0JCTEGE6TkvjVi0pw	Gelateria Rigoletto - Rienzo	Via Cola Di Rienzo, 2, Milano, Lombardia 20144	$ • Desserts • Ice Cream and Frozen Yogurt • Italian • Mediterranean • Pizza	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/ms-fashion-bar-e-ristorante/hJO8j8kLRxuOzkG2Nl8eGg	M.S. Fashion Bar e Ristorante	Via Giambellino, 64, Milano, Lombardia 20146	$ • Indian • Chicken • Vegetarian	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/san-francesco-2-pizza-e-kebab/FA3NnvzUQlCOy_zbiAhmPA	San Francesco 2 - Pizza e Kebab	Via Orti, 16, Milano, 20122	$ • Pizza • Street Food • Burgers	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/sushi-lounge-bar-88/NfxOo_NWRsOJ5fEMAdVysQ	Sushi Lounge Bar 88	Via Alberico Albricci, 3, 20122 Milano, Italy, Lombardia 20122	$$ • Sushi	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/sushi-shop-dadda/fHzgKI5-SWWkjIQzqy7w5A	Sushi Shop - Dadda	Via Carlo D'Adda, 19, 20143 Milano Mi, Italia,	Sushi • Japanese • Deli • Seafood	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/trattoria-torre-di-pisa/4Ldj4VEXQtOAfQIGws4vKw	Trattoria Torre di Pisa	Via Fiori Chiari, 21/5, Milano, 20122	$$ • Pasta • Italian • Mediterranean • Steak	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/mandarin-asian-restaurant/iIkfN03nQDG5ZR3kcVqR2A	Mandarin Asian Restaurant	Corso Lodi, 11, 20135 Milano, Italy, Lombardia 20135	$$ • Sushi • Asian • Chinese	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/la-piadineria-pzza-lodi/VjGoVx5mThigvHj1PTkK7A	La Piadineria - P.zza Lodi	Viale Umbria, 16, Milano, Lombardia 20137	$ • Italian • Sandwich • Healthy • Mediterranean	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/bowls-and-more-san-babila/6Pg7WrkDSd2xmXAAb8QQbg	Bowls and More - San Babila	Galleria S. Babila, 4, Milano, Lombardia 20122	$ • Healthy • Vegetarian • Salads	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/ristorante-a-santa-lucia/E0NaFIAeRDGF9NJN8c8xbg	Ristorante A Santa Lucia	Via S. Pietro All’orto, 3, 20121, Milano	$$ • Pasta • Pizza • Mediterranean • Italian • Seafood • Steak	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/penny-lane-bar/2kaxJUYvQ1ikrO1L4JYKRw	Penny Lane Bar	Viale Liguria, 35, Milano, 20143	$$ • Sandwich • Breakfast and Brunch • Bar Food	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/la-piadineria-bergamini/dmU58rIyQfiXLdZds97tkA	La Piadineria - Bergamini	Via Bergamini, 5, Milano, Lombardia 20122	$ • Italian • Mediterranean • Healthy • Sandwich	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/minibar-bligny/GplJLsF6TWeyE5A588yMvQ	Minibar - Bligny	Viale Bligny, 30, Milano, 20136	$$ • Alcohol	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/gastronomia-civelli/d1v9JMtpRQqQbGm4ibivuA	Gastronomia Civelli	Corso Italia, 16, Milano, Lombardia 20122	$ • Sandwich • Seafood • Street Food	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/o-macaro/yH28m4eSRROvx1RSH_RY3g	'O Macarò	Corso Di Porta Romana, 60, 20122 Milano Mi, Italy, Italy 20122	$$ • Pizza • Italiano • Mediterraneo	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/brutti-di-mare/V80HFzvkSY6Hc5P7TROHhA	Brutti di Mare	Piazzale Antonio Cantore, 3, Milano, 20123	$$ • Seafood • Italian • Pasta • Mediterranean	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/toasteria-italiana-molino-delle-armi/zCYmLG5IRW6H8nYzWsAzOw	Toasteria Italiana-Molino delle Armi	Via Molino Delle Armi 23,, Milano, 20123	$ • Italian • Bar Food • Sandwich • Pasta • Salads	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/ciccio-matto-1/3jXPQ8zOTCqav4ytMX757g	Ciccio matto 1	Via Gian Carlo Castelbarco, 17, 20136 Milano Mi, Italy,	$ • Pizza • Sandwich • Burgers • Chicken • Friterie • Allergy Friendly	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/la-cavija/oTMhLl8VRsqajGZTowl-0Q	La Cavija	Via Ponte Vetero 11, 20121	$ • Sandwich • Italian • Street Food	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/osteria-del-sognatore/cfPTvqxYQvqsdGSIqNEioQ	Osteria del Sognatore	Via Morimondo, 1, Milano, 20143	$ • Italian • Mediterranean	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/eat-me-and-go/lg9Fxir-RhS2gk93gJK-Tw	Eat me and go	Via Torino 49, Milano, 20123	$$ • Street Food • Pizza • Sandwich • Juice and Smoothies • Salads	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/fish-n-burger-col-di-lana/Qlu1tx6vSlCGYjBmtwzExw	Fish n Burger - Col di Lana	Viale Col Di Lana, 5, Milano, Lombardia 20136	$ • Burgers • Seafood • Street Food • Fish and Chips	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/mediterraneo/kmR37V15SSyooIL-e-PITw	Mediterraneo	Via Evangelista Torricelli, 8, 20136 Milano Mi, Italia, Ristorante, Italy 20136	$ • Mediterraneo • Seafood • Pasta	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/frankly-bubble-tea/jPe7s1kFS264jCJc3JYIBA	Frankly Bubble Tea	Via Orefici 5, Milano, 20123	$$ • Bubble Tea • Desserts • Coffee and Tea	4.5	(15)
https://www.ubereats.com/milano/food-delivery/ristorante-4-mori/IX634xCaSS-6woW8Ea2YHg	Ristorante 4 Mori	L.Go Maria Callas, 1, Milano, 20121	$$ • Italian • Pasta • Mediterranean • Seafood • Steak	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/sweet-lab/ROyIMOkvSOuo7zVoNXao6g	Sweet Lab	Via Cesare Correnti, 23, Milano, 20123	$$ • Pastry • Desserts • Cafe	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/pizzeria-italia-1-viale-bligny/hoVbX51dR_-evfw4mkQlKg	Pizzeria Italia 1 - Viale Bligny	Viale Bligny, 24, Milano, Lombardia 20136	$ • Pizza • Italian • European	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/paninolab-navigli/Vk_v6OegSYu3tnwSnRodww	PaninoLAB - Navigli	Via Corsico 1, Milano, 20144	$ • Sandwich • Italian • Mediterranean	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/panino-giusto-ticinese/IcIkA1IZQnyNHiQvZyms_Q	Panino Giusto - Ticinese	Corso Di Porta Ticinese, 1, Milano, Lombardia 20123	$$ • Sandwich • Italian • Deli	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/nats-fresh-delicious/JsahXCx-R8WnijvInqY4pA	Nat's Fresh Delicious	Via Della Palla, 3, Milano, 20123	$$ • Healthy • Salads • Desserts • Allergy Friendly	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/ristorante-charleston/L3tCrNYsT3CQADv_unKQSQ	Ristorante Charleston	P.Zza Del Liberty, 8, Milano, 20121	$$ • Italian • Mediterranean • Pasta • Pizza	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/%E2%80%9Cpastificio-e-bottega-irma%E2%80%9D-pasta-fresca-fatta-a-mano/r0cTuGSuQlO0YVaKNMIkYA	“Pastificio e Bottega Irma” pasta fresca fatta a mano	6 Via Angelo Mauri, Milano, 20144	$ • Grocery • Convenience • Healthy • Pasta • Italian • Mediterranean	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/che-gusto!/s8aU0__HSNWgWn3TtdGTAg	Che Gusto!	Corso Di Porta Romana, 51, Milano, 20122	$$ • Deli • Mediterranean • Italian	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/gelateria-garden-solari/6zQi4h_JSieUBgoBW9JqNQ	Gelateria Garden Solari	Via Montevideo, 25, Milano, Lombardia 20144	$ • Desserts • Italian • Ice Cream and Frozen Yogurt	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/grom-express-bligny/xdDnU0A4Taat4Tf0wuDoyw	GROM Express - Bligny	Viale Bligny, 30, Milano, Lombardia 20136	$ • Ice Cream and Frozen Yogurt • Italian	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/globe-caffe/LiAN5_AASc-9zUhNWcYesQ	Globe caffe	Viale Isonzo, 10, 20135 Milano Mi, Italia,	Italian • Pasta • Sandwich	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/square-food-cafe/LIS54OliQGekjSUGVR47FQ	Square Food Cafè	P.Zza Del Liberty, 8, Milano, 20121	$ • Italian • Burgers • Pizza • Mediterranean	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/ai-balestrari-pinseria-romana-dal-1862/Q3FYrmEnQ1OW0GpB5rmn8Q	Ai Balestrari - Pinseria Romana dal 1862	Via Cardinale Ascanio Sforza, 13/15, 20136 Milano Mi, Italy, Italy 20136	$ • Italiano • Pizza • Pasta	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/berbere-milano-colonne/X-RmsYQaTxyGtqu83lvGGQ	Berberè - Milano Colonne	Corso Di Porta Ticinese, 1, Milano, Lombardia 20123	$ • Pizza • Italian • Mediterranean	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/salefino/SdV3xkoQREuqtJkq4sA4PQ	Salefino	Via Alfonso Lamarmora, 36, Terra, Milano, 20122	$$ • Southern • Italian • Mediterranean • Flour based food	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/krem/vAulKjrMRYeXhwfGquF7zA	Krem	Galleria De Cristoforis, 3, Milano, Lombardia 20122	$$ • Hawaiian • Salads • Healthy	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/vogue-bar/h_o-Vn70SmGB9epSJRqDzA	Vogue Bar	Via Fernanda Wittgens, 12, Milano, Lombardia 20123	$$ • Italian	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/pizzeria-il-cavaliere/BJuZ8YzmSnup6_dSESZpzA	Pizzeria Il Cavaliere	Via Vigevano, 39, Milano, Lombardia 20144	$ • Italian • Mediterranean • Pizza	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/la-fajita-loca/PXRMW8KRRJ25klH7ximVdA	La Fajita Loca	29 Via Tito Livio, Milano, 20137	$$ • Mexican • Tex Mex • South American	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/kungfu-bao-2/kobbGDFcSJygnexxp_Jc5A	Kungfu Bao 2	11 Via Giosuè Carducci, Milano, 20123	$ • Chinese • Noodles • Asian Fusion • Street Food • Asian	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/rosso-rubino/gCDDSzYJTvWcbUBsTxt5lw	Rosso Rubino	Via Bordighera, 15, Milano, 20142	$$ • Italian • Burgers • Pasta	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/sakura-sushi-restaurant/IsPHZiOAQVmGhx7NQrRGjQ	Sakura Sushi Restaurant	Corso Di Porta Romana, 44, Milano, 20122	View delivery time and booking fee.	Enter your delivery address	Corso Di Porta Romana, 44, Milano, 20122
https://www.ubereats.com/milano/food-delivery/xin-fuji-25/4lmCXdhvSP-s1Qv54o8shw	XIN FUJI 25	Corso Monforte, 25, Milano, Lombardia 20122	$ • Chinese: Other • Japanese set items • Japanese	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/tagliabrodo/k3LIRNXRSI2uQq_5tMeZpQ	Tagliabrodo	Via Andrea Solari, 30, 20144 Milano, Italy, Lombardia 20144	$$ • Deli	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/tiraboschi6-chiacchiere-vino/3ZuP6oyJQ-yignwtci-d2g	Tiraboschi6 - Chiacchiere, Vino	Via Gerolamo Tiraboschi, 6, Milano, Lombardia 20135	$$ • Aus Burger • Burgers • Sandwich • Alcohol	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/ore-il-panino-fritto-san-gottardo/DQE_YBRKQLqebMRqxPPH6g	Orè - Il Panino Fritto - San Gottardo	Via Antonio Tantardini, Milano, Lombardia 20136	$ • Sandwich • Street Food • Mediterranean	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/this-is-not-a-sushi-bar-papi/2yY2OoDhTMu6hpPTxn-8YQ	This is Not a Sushi Bar - Navigli	Via Conca Del Naviglio, 5, 20123 Milano Mi, Italia, Lombardia 20123	$$ • Sushi • Japanese	4.2	(35)
https://www.ubereats.com/milano/food-delivery/the-grill-missori/sy9iQqfjSs6OTDUaYev8DA	The Grill - Missori	Via Pantano, 17, Milano, Lombardia 20122	$ • Burgers • New American • American	4.4	(27)
https://www.ubereats.com/milano/food-delivery/hello-chicken-porta-romana/aY_bFIytR7uhwVEK0X_fuA	Hello Chicken - Porta Romana	Corso Di Porta Romana, 94, Milano, Lombardia 20122	$ • Wings • Chicken • Street Food	4	(23)
https://www.ubereats.com/milano/food-delivery/hamericas-ticinese/A7g2Hm5USh-L4nJMuhK8eA	Hamerica's - Ticinese	Corso Di Porta Ticinese, 6, Milano, Lombardia 20123	$$ • American • Traditional American • Burgers	4.3	(83)
https://www.ubereats.com/milano/food-delivery/pasticceria-clivati-dal-1969/q7WndjbzReWe6BzUz6Zvdw	Pasticceria Clivati dal 1969	Viale Coni Zugna, 57, Milano, 20144	$$ • Desserts • Italian • Pastry	4	(17)
https://www.ubereats.com/milano/food-delivery/gelati-clivati/k98-2cTzQX-zf9UGp10nTw	Gelati Clivati	Viale Coni Zugna, 57, Milano, Lombardia 20144	$ • Ice Cream and Frozen Yogurt • Italian • Mediterranean	View delivery time and booking fee.	Enter your delivery address
https://www.ubereats.com/milano/food-delivery/aqua-e-farina/4DTxDioASy2P1O6aOPwFDA	Aqua e Farina	Largo Corsia Dei Servi, 21, Milano, Lombardia 20122	$$ • Salads • Pizza • Seafood • Flour based food • Desserts	View delivery time and booking fee.	Enter your delivery address
