url	title	macro_area	indirizzo	keyword_ristorante	orario_apertura	ranking	total_ranking
https://deliveroo.it/menu/milano/tortona/prima-comfort-food-and-bar?day=today&geohash=u0nd8be8xnqv&time=ASAP	Prima - Comfort Food & Bar	Tortona	Via Casale 7, Milano, 20144	['Italiano', 'Pizza']	Aperti fino alle 22:30	4.6	50+ 
https://deliveroo.it/menu/milano/navigli/aktar-drink-milano?day=today&geohash=u0nd8be8xnqv&time=ASAP	Aktar Milano	Navigli	Via Carlo d'Adda 13, Milano, 20143	['Italiano', 'Spesa', 'Bevande']	Aperti fino alle 23:59	4.6	50+ 
https://deliveroo.it/menu/milano/colonne-di-san-lorenzo/frankly-bubble-tea-and-coffee-colonne-di-san-lorenzo?day=today&geohash=u0nd8be8xnqv&time=ASAP	Frankly Bubble Tea & Coffee	Colonne di San Lorenzo	Via Torino 77, Milano, 20123	['Italiano', 'Bubble Tea', 'Bevande']	Aperti fino alle 23:00	4.6	50+ 
https://deliveroo.it/menu/milano/tortona/okja?day=today&geohash=u0nd8be8xnqv&time=ASAP	Okja	Tortona	Viale Gorizia 8, Milano, 20144	['Coreano', 'Noodles', 'Ravioli Cinesi']	Aperti fino alle 22:00	4.6	50+ 
https://deliveroo.it/menu/milano/colonne-di-san-lorenzo/moving-fruit-bar-nature-health-and-fun?day=today&geohash=u0nd8be8xnqv&time=ASAP	Moving Fruit Bar - Nature, Health & Fun!	Colonne di San Lorenzo	Via San Vito 26, Milano, 20123	['Italiano', 'Succhi', 'Vegetariano', 'Insalate', 'Biologico', 'Healthy']	Aperti fino alle 21:00	4.6	50+ 
https://deliveroo.it/menu/milano/medaglie-doro/fior-di-ponti-bakeryecafe?day=today&geohash=u0nd8be8xnqv&time=ASAP	Fiordiponti - Bakery & Cafè	Medaglie d'oro	Viale Monte Nero 5, Milano, 20135	['Italiano']	Aperti fino alle 20:30	4.6	50+ 
https://deliveroo.it/menu/milano/bocconi/minibar-milano-viale-bligny?day=today&geohash=u0nd8be8xnqv&time=ASAP	Minibar Milano	Bocconi	Viale Bligny 36, Milano, 20136	['Italiano', 'Alcol']	Aperti fino alle 23:45	4.6	50+ 
https://deliveroo.it/menu/milano/ripamonti/crean-garden?day=today&geohash=u0nd8be8xnqv&time=ASAP	Cream garden	Ripamonti	Via Quaranta 3, Milano, 20141	['Italiano', 'Dessert', 'Gelato']	Aperti fino alle 22:00	4.6	50+ 
https://deliveroo.it/menu/milano/ticinese/pokeria-by-nima-corso-san-gottardo?day=today&geohash=u0nd8be8xnqv&time=ASAP	Pokèria by NIMA	Ticinese	Corso San Gottardo 14, Milano, 20136	['Sushi', 'Hawaiano', 'Poke', 'Healthy']	Aperti fino alle 23:00	4.5	50+ 
https://deliveroo.it/menu/milano/navigli/poke-house-milano?day=today&geohash=u0nd8be8xnqv&time=ASAP	Poke House	Navigli	Via Pasquale Paoli 3, Milano, 20143	['Poke', 'Hawaiano', 'Sushi', 'Healthy']	Aperti fino alle 22:30	4.5	50+ 
https://deliveroo.it/menu/milano/tortona/cera-una-volta-una-piada-conte-vincenzo?day=today&geohash=u0nd8be8xnqv&time=ASAP	C'era una volta una Piada	Tortona	Viale Coni Zugna 37, Milano, 20142	['Italiano', 'Piadina']	Aperti fino alle 23:00	4.5	50+ 
https://deliveroo.it/menu/milano/medaglie-doro/al-noor?day=today&geohash=u0nd8be8xnqv&time=ASAP	Al Noor Ristorante Indiano	Medaglie d'oro	Via Giuseppe Ripamonti 15, Milano, 20135	['Pollo', 'Curry', 'Indiano']	Aperti fino alle 22:50	4.5	50+ 
https://deliveroo.it/menu/milano/porta-romana/bianca-zerozero-milano?day=today&geohash=u0nd8be8xnqv&time=ASAP	BIANCAZEROZERO - Milano	Porta Romana	corso di Porta Vigentina 31, Milano, 20122	['Pizza', 'Italiano']	Aperti fino alle 22:00	4.5	50+ 
https://deliveroo.it/menu/milano/ticinese/macha-viale-col-di-lana?day=today&geohash=u0nd8be8xnqv&time=ASAP	MACHA	Ticinese	Viale Col di Lana 5, Milano, 20136	['Sushi', 'Giapponese', 'Poke']	Aperti fino alle 22:15	4.5	50+ 
https://deliveroo.it/menu/milano/risorgimento/rosticceria-giacomo?day=today&geohash=u0nd8be8xnqv&time=ASAP	Rosticceria Giacomo	Risorgimento	Via Pasquale Sottocorno 46, Milano, 20129	['Italiano']	Aperti fino alle 23:00	4.5	50+ 
https://deliveroo.it/menu/milano/ticinese/my-salad-san-gottardo?day=today&geohash=u0nd8be8xnqv&time=ASAP	MY SALAD	Ticinese	Corso San Gottardo 14, Milano, 20136	['Italiano', 'Insalate']	Aperti fino alle 23:00	4.5	50+ 
https://deliveroo.it/menu/milano/tortona/i-love-poke-tortona0101?day=today&geohash=u0nd8be8xnqv&time=ASAP	I Love Poke	Tortona	Via Tortona 20, Milano, 20144	['Giapponese', 'Hawaiano', 'Poke']	Aperti fino alle 22:45	4.5	50+ 
https://deliveroo.it/menu/milano/giambellino/cremeria-rossi?day=today&geohash=u0nd8be8xnqv&time=ASAP	Premiata Cremeria Rossi	Giambellino	Piazza Bolivar 7, Milano, 20146	['Italiano', 'Dessert', 'Gelato']	Aperti fino alle 23:59	4.5	50+ 
https://deliveroo.it/menu/milano/tortona/amuni-pizzeria-e-trattoria-sicula?day=today&geohash=u0nd8be8xnqv&time=ASAP	Amunì - Pizzeria E Trattoria Sicula	Tortona	Via Solari, 7,, Milano, 20144	['Pizza', 'Italiano']	Aperti fino alle 22:45	4.5	50+ 
https://deliveroo.it/menu/milano/ticinese/chihuahua-tacos-milano?day=today&geohash=u0nd8be8xnqv&time=ASAP	Chihuahua Tacos	Ticinese	Via Coldilana 1, Milano, 20136	['Messicano', 'Tacos', 'Burrito', 'Senza Glutine']	Aperti fino alle 22:30	4.5	50+ 
https://deliveroo.it/menu/milano/magenta/rosticceria-galli?day=today&geohash=u0nd8be8xnqv&time=ASAP	Rosticceria Galli	Magenta	Corso Vercelli 8, Milano, 20145	['Italiano', 'Pollo', 'Pasta']	Aperti fino alle 20:15	4.5	50+ 
https://deliveroo.it/menu/milano/darsena/grom-il-gelato-come-una-volta-cso-di-porta-ticinese?day=today&geohash=u0nd8be8xnqv&time=ASAP	GROM	Darsena	Corso di Porta Ticinese 51, Milano, 20123	['Italiano', 'Dessert', 'Senza Glutine', 'Gelato']	Aperti fino alle 23:45	4.5	50+ 
https://deliveroo.it/menu/milano/darsena/berbere-pizzeria-colonne?day=today&geohash=u0nd8be8xnqv&time=ASAP	BERBERE’ PIZZERIA	Darsena	Corso di Porta Ticinese, 1, Milano, 20123	['Pizza', 'Italiano']	Aperti fino alle 23:00	4.5	50+ 
https://deliveroo.it/menu/milano/ticinese/sushi-koboo?day=today&geohash=u0nd8be8xnqv&time=ASAP	Sushi Kòboo	Ticinese	Viale Col di Lana 1, Milano, 20136	['Giapponese']	Aperti fino alle 23:00	4.5	50+ 
https://deliveroo.it/menu/milano/pagano/thats-vapore-buonarroti?day=today&geohash=u0nd8be8xnqv&time=ASAP	That's Vapore	Pagano	Via Michelangelo Buonarroti 3, Milano, 20145	['Healthy', 'Poke', 'Insalate']	Aperti fino alle 22:30	4.5	50+ 
https://deliveroo.it/menu/milano/navigli/cioccolatitaliani-navigli?day=today&geohash=u0nd8be8xnqv&time=ASAP	CioccolatItaliani	Navigli	Via Alzaia Naviglio Grande 44, Milano, 20123	['Italiano', 'Dessert', 'Gelato']	Aperti fino alle 01:00	4.5	50+ 
https://deliveroo.it/menu/milano/bocconi/la-pasta-di-nonna-rosa-viale-bligny?day=today&geohash=u0nd8be8xnqv&time=ASAP	La Pasta di Nonna Rosa	Bocconi	Viale Bligny 36, Milano, 20136	['Italiano', 'Insalate', 'Pasta']	Aperti fino alle 23:45	4.5	50+ 
https://deliveroo.it/menu/milano/ripamonti/dominos-pizza-tibaldi?day=today&geohash=u0nd8be8xnqv&time=ASAP	Domino's Pizza	Ripamonti	Viale Tibaldi 2, Milano, 20136	['Italiano', 'Pizza']	Aperti fino alle 23:00	4.5	50+ 
https://deliveroo.it/menu/milano/ripamonti/cik-fried-chicken?day=today&geohash=u0nd8be8xnqv&time=ASAP	CIK Fried Chicken	Ripamonti	Via Lodovico Montegani 1, Milano, 20141	['Hamburger', 'Americano', 'Pollo']	Aperti fino alle 23:00	4.5	50+ 
https://deliveroo.it/menu/milano/tortona/pasticceria-clivati0101?day=today&geohash=u0nd8be8xnqv&time=ASAP	Pasticceria Clivati	Tortona	Viale Coni Zugna 57, Milano, 20144	['Italiano', 'Gelato', 'Dessert']	Aperti fino alle 23:50	4.5	50+ 
https://deliveroo.it/menu/milano/missori/nima-sushi-uramakeria-duomo?day=today&geohash=u0nd8be8xnqv&time=ASAP	Nima Sushi - Uramakeria	Missori	Via Albricci, 8, Milano, 20122	['Sushi', 'Giapponese']	Aperti fino alle 22:15	4.5	50+ 
https://deliveroo.it/menu/milano/san-vittore/la-birreria-italiana-milano-darsena?day=today&geohash=u0nd8be8xnqv&time=ASAP	La Birreria Italiana	San Vittore	Piazzale Cantore, 4, Milano, 20123	['Italiano', 'Sandwich', 'Hamburger', 'Insalate']	Aperti fino alle 23:59	4.5	50+ 
https://deliveroo.it/menu/milano/darsena/california-bakery-piazza-santeustorgio-4?day=today&geohash=u0nd8be8xnqv&time=ASAP	California Bakery	Darsena	Piazza Sant'Eustorgio 4, Milano, 20122	['Americano', 'Hamburger']	Aperti fino alle 22:00	4.5	50+ 
https://deliveroo.it/menu/milano/medaglie-doro/kommen-thai?day=today&geohash=u0nd8be8xnqv&time=ASAP	Komenn Thai	Medaglie d'oro	Via Lazzaro Papi, 5, Milano, 20135	['Thailandese', 'Asiatico']	Aperti fino alle 23:00	4.5	50+ 
https://deliveroo.it/menu/milano/san-vittore/pasticceria-viscontea?day=today&geohash=u0nd8be8xnqv&time=ASAP	Pasticceria Viscontea	San Vittore	Via De Amicis 39, Milano, 20123	['Dessert', 'Italiano', 'Colazione', 'Sandwich']	Aperti fino alle 19:30	4.5	50+ 
https://deliveroo.it/menu/milano/bocconi/insalateria-milano-viale-bligny?day=today&geohash=u0nd8be8xnqv&time=ASAP	Insalateria Milano	Bocconi	Viale Bligny 36, Milano, 20136	['Italiano', 'Insalate']	Aperti fino alle 23:45	4.5	50+ 
https://deliveroo.it/menu/milano/ticinese/melissa-minimarket?day=today&geohash=u0nd8be8xnqv&time=ASAP	Melissa Minimarket	Ticinese	Viale Gian Galeazzo 11, Milano, 20136	['Italiano', 'Alcol', 'Spesa']	Aperti fino alle 23:59	4.5	50+ 
https://deliveroo.it/menu/milano/colonne-di-san-lorenzo/wok-on-the-go?day=today&geohash=u0nd8be8xnqv&time=ASAP	Wok On The Go	Colonne di San Lorenzo	Corso di Porta Ticinese ang. via urbano III, Milano, 20123	['Asiatico']	Aperti fino alle 22:30	4.5	50+ 
https://deliveroo.it/menu/milano/bocconi/viva-nachos-milano-viale-bligny?day=today&geohash=u0nd8be8xnqv&time=ASAP	Viva Nachos	Bocconi	Viale Bligny 36, Milano, 20136	['Burrito', 'Messicano', 'Tacos']	Aperti fino alle 23:45	4.5	50+ 
https://deliveroo.it/menu/milano/navigli/pigato-clubhouse-sandwich-and-fine-drinks?day=today&geohash=u0nd8be8xnqv&time=ASAP	Pigato - Clubhouse Sandwich and fine drinks	Navigli	Ripa di Porta Ticinese 45, Milano, 20143	['Sandwich']	Aperti fino alle 17:00	4.5	50+ 
https://deliveroo.it/menu/milano/giambellino/gelato-zero?day=today&geohash=u0nd8be8xnqv&time=ASAP	Gelato Zero - SENZA ZUCCHERO E SENZA LATTE	Giambellino	Piazza Bolivar 7, Milano, 20146	['Italiano', 'Gelato']	Aperti fino alle 23:59	4.5	50+ 
https://deliveroo.it/menu/milano/bocconi/grom-bligny?day=today&geohash=u0nd8be8xnqv&time=ASAP	GROM Express	Bocconi	Viale Bligny 36, Milano, 20136	['Gelato', 'Italiano', 'Dessert', 'Senza Glutine']	Aperti fino alle 23:45	4.5	50+ 
https://deliveroo.it/menu/milano/santambrogio/maui-milano?day=today&geohash=u0nd8be8xnqv&time=ASAP	Maui Poke	Sant'Ambrogio	Via S. Vittore Al Teatro, 3, Milano, 20123	['Hawaiano', 'Poke']	Aperti fino alle 22:30	4.5	50+ 
https://deliveroo.it/menu/milano/medaglie-doro/polleria-milano-20?day=today&geohash=u0nd8be8xnqv&time=ASAP	Polleria Milano 2.0	Medaglie d'oro	Via Crema 16, Milano, 20135	['Italiano', 'Pollo']	Aperti fino alle 23:30	4.5	50+ 
https://deliveroo.it/menu/milano/de-angeli-ravizza/sushi-hama?day=today&geohash=u0nd8be8xnqv&time=ASAP	Sushi Hama	De Angeli - Ravizza	Via Raffaello Sanzio 4, Milano, 20149	['Sushi', 'Giapponese']	Aperti fino alle 23:00	4.5	50+ 
https://deliveroo.it/menu/milano/lorenteggio/petit-paradis?day=today&geohash=u0nd8be8xnqv&time=ASAP	Petit Paradis	Lorenteggio	Via Fezzan 3, Milano, 20146	['Pizza', 'Italiano', 'Senza Glutine']	Aperti fino alle 22:30	4.5	50+ 
https://deliveroo.it/menu/milano/de-angeli-ravizza/cremeria-buonarroti?day=today&geohash=u0nd8be8xnqv&time=ASAP	Cremeria Buonarroti	De Angeli - Ravizza	Via Buonarroti 9, Milano, 20149	['Italiano', 'Dessert']	Aperti fino alle 16:45	4.5	50+ 
https://deliveroo.it/menu/milano/tortona/panino-lab-tortona?day=today&geohash=u0nd8be8xnqv&time=ASAP	Panino Lab - Tortona	Tortona	Via Montevideo 8, Milano, 20144	['Italiano', 'Sandwich', 'Vegano']	Aperti fino alle 23:00	4.5	50+ 
https://deliveroo.it/menu/milano/navigli/ai-balestrari-sul-naviglio-pavese?day=today&geohash=u0nd8be8xnqv&time=ASAP	Ai Balestrari	Navigli	Via Ascanio Sforza 13, Milano, 20123	['Italiano', 'Pasta', 'Pizza']	Aperti fino alle 22:30	4.5	50+ 
https://deliveroo.it/menu/milano/darsena/paninolab-colonne?day=today&geohash=u0nd8be8xnqv&time=ASAP	Paninolab colonne	Darsena	Corso di Porta Ticinese, 59, Milano, 20123	['Italiano', 'Sandwich', 'Hamburger']	Aperti fino alle 23:59	4.5	50+ 
https://deliveroo.it/menu/milano/tortona/ristorante-pizzeria-teresa-e-patrizia?day=today&geohash=u0nd8be8xnqv&time=ASAP	Ristorante Pizzeria Teresa e Patrizia	Tortona	Via Vigevano, 14,, Milano, 20144	['Italiano', 'Pasta', 'Pizza']	Aperti fino alle 23:00	4.5	50+ 
https://deliveroo.it/menu/milano/ticinese/kate-away-milano?day=today&geohash=u0nd8be8xnqv&time=ASAP	Kate Away	Ticinese	Corso San Gottardo 29, Milano, 20136	['Italiano', 'Sandwich', 'Colazione']	Aperti fino alle 19:00	4.5	50+ 
https://deliveroo.it/menu/milano/missori/gelateria-di-porta-romana-52?day=today&geohash=u0nd8be8xnqv&time=ASAP	Gelateria Porta Romana	Missori	Corso di Porta Romana 52, Milano, 20122	['Italiano', 'Dessert', 'Gelato']	Aperti fino alle 20:00	4.5	50+ 
https://deliveroo.it/menu/milano/tortona/gelati-clivati?day=today&geohash=u0nd8be8xnqv&time=ASAP	Gelati Clivati	Tortona	Viale Coni Zugna 57,, Milano, 20144	['Italiano', 'Gelato', 'Dessert']	Aperti fino alle 22:00	4.5	32 
https://deliveroo.it/menu/milano/magenta/venchi-cadorna?day=today&geohash=u0nd8be8xnqv&time=ASAP	Venchi	Magenta	Via Boccaccio 2, Milano, 20125	['Italiano', 'Dessert', 'Gelato']	Aperti fino alle 20:00	4.5	50+ 
https://deliveroo.it/menu/milano/de-angeli-ravizza/district47?day=today&geohash=u0nd8be8xnqv&time=ASAP	District47	De Angeli - Ravizza	Via Marghera 47, Milano, 20149	['Italiano', 'Succhi', 'Vegetariano', 'Insalate']	Aperti fino alle 15:00	4.5	50+ 
https://deliveroo.it/menu/milano/ticinese/san-gottardo-pizza-kebap?day=today&geohash=u0nd8be8xnqv&time=ASAP	San Gottardo Pizza Kebap	Ticinese	San Gottardo 15,, Milano, 20136	['Pizza', 'Italiano', 'Kebab']	Aperti fino alle 23:59	4.5	14 
https://deliveroo.it/menu/milano/porta-monforte/kona-milano?day=today&geohash=u0nd8be8xnqv&time=ASAP	Kona poke	Porta Monforte	Corso Porta Vittoria 49, Milano, 20122	['Vegetariano', 'Poke', 'Healthy']	Aperti fino alle 22:00	4.5	50+ 
https://deliveroo.it/menu/milano/de-angeli-ravizza/itinerario?day=today&geohash=u0nd8be8xnqv&time=ASAP	Itinerario	De Angeli - Ravizza	Via Luigi Sacco, 3, Milano, 20146	['Spagnolo', 'Bistecche', 'Tapas']	Aperti fino alle 23:00	4.5	50+ 
https://deliveroo.it/menu/milano/navigli/arepaz-ristostante-venezuelano?day=today&geohash=u0nd8be8xnqv&time=ASAP	Arepa'z - ristorante venezuelano	Navigli	Viale Cassala 9 angolo Via Luigi Sala 18, Milano, 20143	['Latinoamericano']	Aperti fino alle 23:00	4.5	50+ 
https://deliveroo.it/menu/milano/barona/biscottino-caffe?day=today&geohash=u0nd8be8xnqv&time=ASAP	Biscottino Caffè	Barona	Via Spezia, 2, Milano, 20142	['Italiano', 'Sandwich', 'Piadina']	Aperti fino alle 15:00	4.5	50+ 
https://deliveroo.it/menu/milano/medaglie-doro/dhole-milano?day=today&geohash=u0nd8be8xnqv&time=ASAP	Dhole Milano	Medaglie d'oro	Via Gerolamo Tiraboschi, 2, Milano, 20135	['Italiano', 'Hamburger', 'Alcol', 'Poke']	Aperti fino alle 23:59	4.5	13 
https://deliveroo.it/menu/milano/cinque-giornate/cacio-and-pepe-bottega-romana-via-anfossi?day=today&geohash=u0nd8be8xnqv&time=ASAP	Cacio & Pepe Bottega Romana	Cinque Giornate	Via Augusto Anfossi 2, Milano, 20135	['Italiano', 'Pasta']	Aperti fino alle 22:00	4.5	10 
https://deliveroo.it/menu/milano/magenta/cannolino?day=today&geohash=u0nd8be8xnqv&time=ASAP	Vasoo #mangiareitaliano	Magenta	Largo V Alpini 2, Milano, 20144	['Italiano']	Aperti fino alle 21:00	4.5	50+ 
https://deliveroo.it/menu/milano/ticinese/giragirarrosto?day=today&geohash=u0nd8be8xnqv&time=ASAP	Giragirarrosto by Delivery Valley	Ticinese	Via Col Di Lana, 8, Milano, 20136	['Italiano', 'Pollo']	Aperti fino alle 23:00	4.4	50+ 
https://deliveroo.it/menu/milano/colonne-di-san-lorenzo/burgez-colonne-san-lorenzo?day=today&geohash=u0nd8be8xnqv&time=ASAP	Burgez	Colonne di San Lorenzo	Corso di Porta Ticinese 14, Milano, 20124	['Americano', 'Hamburger']	Aperti fino alle 23:59	4.4	50+ 
https://deliveroo.it/menu/milano/risorgimento/kyo-fusion?day=today&geohash=u0nd8be8xnqv&time=ASAP	Ⓜ️kyo fusion	Risorgimento	Viale Premuda 11, Milano, 20129	['Sushi', 'Giapponese', 'Vino']	Aperti fino alle 23:00	4.4	50+ 
https://deliveroo.it/menu/milano/navigli/solo-pizza-cafe-navigli?day=today&geohash=u0nd8be8xnqv&time=ASAP	Solo Pizza Cafè	Navigli	Alzaia Naviglio Pavese 6, Milano, 20143	['Pizza', 'Italiano']	Aperti fino alle 23:15	4.4	50+ 
https://deliveroo.it/menu/milano/cinque-giornate/la-taverna?day=today&geohash=u0nd8be8xnqv&time=ASAP	La Taverna	Cinque Giornate	Via Cadore 8, Milano, 20135	['Pizza', 'Italiano']	Aperti fino alle 22:30	4.4	50+ 
https://deliveroo.it/menu/milano/medaglie-doro/cow-burger?day=today&geohash=u0nd8be8xnqv&time=ASAP	Cow burger	Medaglie d'oro	Via Giuseppe Ripamonti 19, Milano, 20135	['Americano', 'Hamburger']	Aperti fino alle 22:30	4.4	50+ 
https://deliveroo.it/menu/milano/risorgimento/pasticceria-giacomo?day=today&geohash=u0nd8be8xnqv&time=ASAP	Pasticceria Giacomo	Risorgimento	Via Pasquale Sottocorno 46, Milano, 20129	['Italiano', 'Gelato', 'Dessert']	Aperti fino alle 23:00	4.4	50+ 
https://deliveroo.it/menu/milano/porta-romana/pulled-lovers-piazza-ascoli?day=today&geohash=u0nd8be8xnqv&time=ASAP	Pulled Lovers	Porta Romana	Viale Bligny 43, Milano, 20136	['Americano', 'Sandwich', 'Hamburger', 'Pollo']	Aperti fino alle 22:45	4.4	50+ 
https://deliveroo.it/menu/milano/bocconi/burger-wave-navigli?day=today&geohash=u0nd8be8xnqv&time=ASAP	Burger Wave	Bocconi	Via Ascanio Sforza, 47, Milano, 20136	['Americano', 'Hamburger']	Aperti fino alle 23:00	4.4	50+ 
https://deliveroo.it/menu/milano/porta-romana/factory-bowls-and-salads-ascoli?day=today&geohash=u0nd8be8xnqv&time=ASAP	Factory Bowls & Salads	Porta Romana	Viale Bligny 43, Milano, 20136	['Sandwich', 'Hawaiano', 'Insalate', 'Poke', 'Healthy']	Aperti fino alle 22:45	4.4	50+ 
https://deliveroo.it/menu/milano/ticinese/hamericas-col-di-lana?day=today&geohash=u0nd8be8xnqv&time=ASAP	Hamerica's	Ticinese	Viale Col di Lana 6, Milano, 20136	['Americano', 'Hamburger']	Aperti fino alle 22:30	4.4	50+ 
https://deliveroo.it/menu/milano/ticinese/machapoke?day=today&geohash=u0nd8be8xnqv&time=ASAP	MACHAPOKÈ	Ticinese	Viale Col di Lana 5, Milano, 20136	['Giapponese', 'Hawaiano', 'Poke', 'Healthy']	Aperti fino alle 22:15	4.4	50+ 
https://deliveroo.it/menu/milano/ripamonti/ristorante-pizzeria-del-ponte-milano-via-carlo-bazzi?day=today&geohash=u0nd8be8xnqv&time=ASAP	Ristorante Pizzeria Del Ponte - Bazzi	Ripamonti	Via Carlo Bazzi 9, Milano, 20141	['Italiano', 'Pizza', 'Pasta', 'Senza Glutine']	Aperti fino alle 23:15	4.4	50+ 
https://deliveroo.it/menu/milano/porta-romana/rainbowl-bligny?day=today&geohash=u0nd8be8xnqv&time=ASAP	RainBowl	Porta Romana	Viale Bligny 43, Milano, 20136	['Italiano', 'Insalate', 'Healthy']	Aperti fino alle 22:45	4.4	50+ 
https://deliveroo.it/menu/milano/pagano/fatto-bene-buonarroti?day=today&geohash=u0nd8be8xnqv&time=ASAP	Fatto Bene Burger	Pagano	Via Buonarroti 8, Milano, 20145	['Americano', 'Hamburger']	Aperti fino alle 23:45	4.4	50+ 
https://deliveroo.it/menu/milano/tortona/la-caveja-milano?day=today&geohash=u0nd8be8xnqv&time=ASAP	Piadineria La Caveja	Tortona	Piazza Napoli, 21, Milano, 20146	['Italiano', 'Piadina']	Aperti fino alle 22:30	4.4	50+ 
https://deliveroo.it/menu/milano/tortona/maido?day=today&geohash=u0nd8be8xnqv&time=ASAP	Maido!	Tortona	Via Savona 15, Milano, 20144	['Giapponese', 'Asiatico']	Aperti fino alle 23:00	4.4	50+ 
https://deliveroo.it/menu/milano/tortona/fratelli-ravioli?day=today&geohash=u0nd8be8xnqv&time=ASAP	Fratelli Ravioli	Tortona	Via Casale 3, Milano, 20144	['Cinese', 'Asiatico']	Aperti fino alle 23:30	4.4	50+ 
https://deliveroo.it/menu/milano/darsena/ckn-ckn?day=today&geohash=u0nd8be8xnqv&time=ASAP	ckn ckn	Darsena	Corso di Porta Ticinese 106, Milano, 20123	['Italiano', 'Pollo']	Aperti fino alle 23:59	4.4	50+ 
https://deliveroo.it/menu/milano/medaglie-doro/amico-poke-and-roll?day=today&geohash=u0nd8be8xnqv&time=ASAP	Amico sushi poke	Medaglie d'oro	Via Piacenza 1, Milano, 20135	['Hawaiano', 'Poke', 'Sushi']	Aperti fino alle 23:00	4.4	16 
https://deliveroo.it/menu/milano/brera/lorto-di-brera?day=today&geohash=u0nd8be8xnqv&time=ASAP	L'Orto di Brera - Via Carpoforo	Brera	Via San Carpoforo 6, Milano, 20127	['Italiano', 'Vegetariano', 'Healthy']	Aperti fino alle 15:00	4.4	50+ 
https://deliveroo.it/menu/milano/medaglie-doro/bello-e-buono?day=today&geohash=u0nd8be8xnqv&time=ASAP	Bello & Buono	Medaglie d'oro	Viale Sabotino 14, Milano, 20136	['Italiano', 'Pasta']	Aperti fino alle 22:45	4.4	50+ 
https://deliveroo.it/menu/milano/navigli/pokinho-navigli?day=today&geohash=u0nd8be8xnqv&time=ASAP	Pokinho - A Poke by Temakinho	Navigli	Ripa di Porta Ticinese 37/39, Milano, 20143	['Giapponese', 'Hawaiano', 'Poke']	Aperti fino alle 21:45	4.4	50+ 
https://deliveroo.it/menu/milano/medaglie-doro/cerro-ardente?day=today&geohash=u0nd8be8xnqv&time=ASAP	Cerro Ardente	Medaglie d'oro	Viale Monte Nero 16, Milano, 20135	['Pizza', 'Italiano']	Aperti fino alle 22:30	4.4	50+ 
https://deliveroo.it/menu/milano/barona/dolci-memela-srl?day=today&geohash=u0nd8be8xnqv&time=ASAP	Dolci Memela	Barona	Piazza Miani, Angolo Viale Faenza, Milano, 20142	['Italiano', 'Dessert', 'Colazione']	Aperti fino alle 20:30	4.4	50+ 
https://deliveroo.it/menu/milano/guastalla/calibreakfast-by-poke-house-tribunale?day=today&geohash=u0nd8be8xnqv&time=ASAP	Calibreakfast by Poke House - Organic sweet bowls & more	Guastalla	Via Carlo Freguglia 2, Milano, 20129	['Italiano', 'Vegano', 'Senza Glutine', 'Colazione']	Aperti fino alle 16:30	4.4	50+ 
https://deliveroo.it/menu/milano/santambrogio/verdis-breakfast?day=today&geohash=u0nd8be8xnqv&time=ASAP	Verdi's Breakfast & Bistrot	Sant'Ambrogio	Via Nirone 2, Milano, 20123	['Italiano', 'Sandwich', 'Colazione', 'Healthy']	Aperti fino alle 18:30	4.4	50+ 
https://deliveroo.it/menu/milano/darsena/social-market?day=today&geohash=u0nd8be8xnqv&time=ASAP	GUD	Darsena	Viale Gabriele D'Annunzio 30, Milano, 20123	['Poke', 'Pizza', 'Hamburger', 'Fish And Chips']	Aperti fino alle 23:30	4.4	50+ 
https://deliveroo.it/menu/milano/navigli/partenopei-1820-srl?day=today&geohash=u0nd8be8xnqv&time=ASAP	Napoli 1820	Navigli	Alzaia Naviglio Grande 62, Milano, 20144	['Pizza', 'Italiano', 'Pasta']	Aperti fino alle 23:30	4.4	28 
https://deliveroo.it/menu/milano/via-montegani/ristorante-naviglio?day=today&geohash=u0nd8be8xnqv&time=ASAP	Ristorante Naviglio	Via Montegani	Piazza Carrara 23, Milano, 20141	['Pizza', 'Giapponese', 'Asiatico']	Aperti fino alle 22:45	4.4	50+ 
https://deliveroo.it/menu/milano/tortona/panino-lab-navigli?day=today&geohash=u0nd8be8xnqv&time=ASAP	Panino Lab - Navigli	Tortona	Via Corsico 1, Milano, 20144	['Sandwich', 'Italiano', 'Vegano']	Aperti fino alle 23:30	4.4	50+ 
https://deliveroo.it/menu/milano/giambellino/thai-chokdee-restaurant?day=today&geohash=u0nd8be8xnqv&time=ASAP	Thai Chokdee - Restaurant	Giambellino	Via Gorki 1 angolo Via Giambellino, Milano, 20146	['Thailandese', 'Pollo']	Aperti fino alle 22:00	4.4	50+ 
https://deliveroo.it/menu/milano/tortona/fujiyama-hot?day=today&geohash=u0nd8be8xnqv&time=ASAP	Fujiyama Hot	Tortona	Via Washington 107, Milano, 20146	['Sushi', 'Giapponese']	Aperti fino alle 23:00	4.4	50+ 
https://deliveroo.it/menu/milano/corso-lodi/pizzeria-del-ponte-pizzeria-ristorante?day=today&geohash=u0nd8be8xnqv&time=ASAP	Ristorante Pizzeria Del Ponte - Decembrio	Corso Lodi	Via Decembrio, 26, Milano, 20137	['Pizza', 'Italiano', 'Senza Glutine']	Aperti fino alle 23:00	4.4	50+ 
